"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping","Mapping: FiveWs Pattern Mapping"
"Basic","Basic","","Z-resource
Extension-resourceCustom-resource","",0,*,"","","","null {[]} {[]}
","Resource for non-supported content","Basic is used for handling concepts not yet defined in FHIR, narrative-only resources that don't map to an existing resource, and custom resources not appropriate for inclusion in the FHIR specification.","","","","","","","","","",,,,,"",,,,"Basic",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}","Entity. Role, or Act","Act, Entity or Role"
"Basic.extension:name","Basic.extension","name","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.name|0.1.0]]} {[]}
","R5: Name for this condition definition (computer friendly) (new)","R5: `ConditionDefinition.name` (new:string)","Element `ConditionDefinition.name` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.name` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
The name is not expected to be globally unique. The name should be a simple alphanumeric type name to ensure that it is machine-processing friendly.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:title","Basic.extension","title","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.title|0.1.0]]} {[]}
","R5: Name for this condition definition (human friendly) (new)","R5: `ConditionDefinition.title` (new:string)","Element `ConditionDefinition.title` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.title` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
This name does not need to be machine-processing friendly and may contain punctuation, white-space, etc.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:subtitle","Basic.extension","subtitle","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.subtitle|0.1.0]]} {[]}
","R5: Subordinate title of the event definition (new)","R5: `ConditionDefinition.subtitle` (new:string)","Element `ConditionDefinition.subtitle` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.subtitle` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:experimental","Basic.extension","experimental","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.experimental|0.1.0]]} {[]}
","R5: For testing purposes, not real usage (new)","R5: `ConditionDefinition.experimental` (new:boolean)","Element `ConditionDefinition.experimental` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.experimental` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
Allows filtering of condition definitions that are appropriate for use versus not.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:date","Basic.extension","date","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.date|0.1.0]]} {[]}
","R5: Date last changed (new)","R5: `ConditionDefinition.date` (new:dateTime)","Element `ConditionDefinition.date` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.date` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
The date is often not tracked until the resource is published, but may be present on draft content. Note that this is not the same as the resource last-modified-date, since the resource may be a secondary representation of the condition definition. Additional specific dates may be added as extensions or be found by consulting Provenances associated with past versions of the resource.

See guidance around (not) making local changes to elements [here](https://hl7.org/fhir/canonicalreso.html#localization).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:publisher","Basic.extension","publisher","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.publisher|0.1.0]]} {[]}
","R5: Name of the publisher/steward (organization or individual) (new)","R5: `ConditionDefinition.publisher` (new:string)","Element `ConditionDefinition.publisher` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.publisher` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
Usually an organization but may be an individual. The publisher (or steward) of the condition definition is the organization or individual primarily responsible for the maintenance and upkeep of the condition definition. This is not necessarily the same individual or organization that developed and initially authored the content. The publisher is the primary point of contact for questions or issues with the condition definition. This item SHOULD be populated unless the information is available from context.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:contact","Basic.extension","contact","","",0,*,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.contact|0.1.0]]} {[]}
","R5: Contact details for the publisher (new)","R5: `ConditionDefinition.contact` (new:ContactDetail)","Element `ConditionDefinition.contact` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.contact` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
May be a web site, an email address, a telephone number, etc.

See guidance around (not) making local changes to elements [here](https://hl7.org/fhir/canonicalreso.html#localization).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:description","Basic.extension","description","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.description|0.1.0]]} {[]}
","R5: Natural language description of the condition definition (new)","R5: `ConditionDefinition.description` (new:markdown)","Element `ConditionDefinition.description` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.description` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
This description can be used to capture details such as comments about misuse, instructions for clinical use and interpretation, literature references, examples from the paper world, etc. It is not a rendering of the condition definition as conveyed in the 'text' field of the resource itself. This item SHOULD be populated unless the information is available from context (e.g. the language of the condition definition is presumed to be the predominant language in the place the condition definition was created).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:useContext","Basic.extension","useContext","","",0,*,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.useContext|0.1.0]]} {[]}
","R5: The context that the content is intended to support (new)","R5: `ConditionDefinition.useContext` (new:UsageContext)","Element `ConditionDefinition.useContext` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.useContext` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
When multiple useContexts are specified, there is no expectation that all or any of the contexts apply.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:jurisdiction","Basic.extension","jurisdiction","","",0,*,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.jurisdiction|0.1.0]]} {[]}
","R5: Intended jurisdiction for condition definition (if applicable) (new)","R5: `ConditionDefinition.jurisdiction` (new:CodeableConcept)","Element `ConditionDefinition.jurisdiction` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.jurisdiction` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
Element `ConditionDefinition.jurisdiction` has been flagged as deprecated.
It may be possible for the condition definition to be used in jurisdictions other than those for which it was originally designed or intended.

DEPRECATION NOTE: For consistency, implementations are encouraged to migrate to using the new 'jurisdiction' code in the useContext element.  (I.e. useContext.code indicating http://terminology.hl7.org/CodeSystem/usage-context-type#jurisdiction and useContext.valueCodeableConcept indicating the jurisdiction.)","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:code","Basic.extension","code","","",1,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.code|0.1.0]]} {[]}
","R5: Identification of the condition, problem or diagnosis (new)","R5: `ConditionDefinition.code` (new:CodeableConcept)","Element `ConditionDefinition.code` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.code` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:severity","Basic.extension","severity","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.severity|0.1.0]]} {[]}
","R5: Subjective severity of condition (new)","R5: `ConditionDefinition.severity` (new:CodeableConcept)","Element `ConditionDefinition.severity` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.severity` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
Coding of the severity with a terminology is preferred, where possible.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:bodySite","Basic.extension","bodySite","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.bodySite|0.1.0]]} {[]}
","R5: Anatomical location, if relevant (new)","R5: `ConditionDefinition.bodySite` (new:CodeableConcept)","Element `ConditionDefinition.bodySite` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.bodySite` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).
Only used if not implicit in code found in ConditionDefinition.code. If the use case requires attributes from the BodySite resource (e.g. to identify and track separately) then use the standard extension [http://hl7.org/fhir/StructureDefinition/bodySite](http://hl7.org/fhir/extensions/StructureDefinition-bodySite.html).  May be a summary code, or a reference to a very precise definition of the location, or both.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:stage","Basic.extension","stage","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.stage|0.1.0]]} {[]}
","R5: Stage/grade, usually assessed formally (new)","R5: `ConditionDefinition.stage` (new:CodeableConcept)","Element `ConditionDefinition.stage` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.stage` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:hasSeverity","Basic.extension","hasSeverity","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.hasSeverity|0.1.0]]} {[]}
","R5: Whether Severity is appropriate (new)","R5: `ConditionDefinition.hasSeverity` (new:boolean)","Element `ConditionDefinition.hasSeverity` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.hasSeverity` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:hasBodySite","Basic.extension","hasBodySite","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.hasBodySite|0.1.0]]} {[]}
","R5: Whether bodySite is appropriate (new)","R5: `ConditionDefinition.hasBodySite` (new:boolean)","Element `ConditionDefinition.hasBodySite` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.hasBodySite` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:hasStage","Basic.extension","hasStage","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.hasStage|0.1.0]]} {[]}
","R5: Whether stage is appropriate (new)","R5: `ConditionDefinition.hasStage` (new:boolean)","Element `ConditionDefinition.hasStage` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.hasStage` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:definition","Basic.extension","definition","","",0,*,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.definition|0.1.0]]} {[]}
","R5: Formal Definition for the condition (new)","R5: `ConditionDefinition.definition` (new:uri)","Element `ConditionDefinition.definition` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.definition` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:observation","Basic.extension","observation","","",0,*,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.observation|0.1.0]]} {[]}
","R5: Observations particularly relevant to this condition (new)","R5: `ConditionDefinition.observation` (new:BackboneElement)","Element `ConditionDefinition.observation` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.observation` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:medication","Basic.extension","medication","","",0,*,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.medication|0.1.0]]} {[]}
","R5: Medications particularly relevant for this condition (new)","R5: `ConditionDefinition.medication` (new:BackboneElement)","Element `ConditionDefinition.medication` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.medication` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:precondition","Basic.extension","precondition","","",0,*,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.precondition|0.1.0]]} {[]}
","R5: Observation that suggets this condition (new)","R5: `ConditionDefinition.precondition` (new:BackboneElement)","Element `ConditionDefinition.precondition` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.precondition` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Basic.extension:team","Basic.extension","team","","",0,*,"","","","Extension {[CanonicalType[http://hl7.org/fhir/5.0/StructureDefinition/extension-ConditionDefinition.team|0.1.0]]} {[]}
","R5: Appropriate team for this condition (new)","R5: `ConditionDefinition.team` (new:Reference(CareTeam))","Element `ConditionDefinition.team` is not mapped to FHIR R4, since FHIR R5 `ConditionDefinition` is not mapped.
Element `ConditionDefinition.team` has no mapping targets in FHIR R4. Typically, this is because the element has been added (is a new element).","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
